Buffalo,Buffalo City Court Judge/Chief Judge,Thomas,P.,Amodeo,(716)845-2600,,City Court Building  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=NeGgkT/PBJ9NsBYkJp4tJw%3D%3D,DEM
Buffalo,Buffalo City Court Judge,Betty,,Calvo-Torres,(716)845-2600,,City Court Building  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=GP5SfbSYLwJoQ5mB4SjNaA%3D%3D,DEM
Buffalo,Buffalo City Court Judge,Patrick,M.,Carney,(716)845-2600,,City Court Building  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=tuSeDhldSybG0i0LYy7t7g%3D%3D,DEM
Buffalo,Buffalo City Court Judge,Susan,M.,Eagan,(716)845-2600,,City Court Building  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=ZbaTmCTfnM3TMuBgvFSHQg%3D%3D,DEM
Buffalo,Buffalo City Court Judge,Joseph,A.,Fiorella,(716)845-2600,,City Court Building  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=rpQY8tUU46BKWilL69SywA%3D%3D,DEM
Buffalo,Buffalo City Court Judge,Debra,L.,Givens,(716)845-2600,,City Court Building  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=USc/FaX8wJqWfsRwU/Nu/g%3D%3D,DEM
Buffalo,Buffalo City Court Judge,Craig,D.,Hannah,(716)845-2600,,City Court Building  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=C4m6/S53NoroZ69GjW4vMA%3D%3D,DEM
Buffalo,Buffalo City Court Judge,Barbara,R.,Johnson-Lee,,,    ,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=Tlfrp_PLUS_d1wHCv7EgNVq560A%3D%3D,DEM
Buffalo,Buffalo City Court Judge,Kevin,J.,Keane,(716)845-2600,,City Court Building  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=uHyCMZ36JnL8xk4KNwkvzA%3D%3D,DEM
Buffalo,Buffalo City Court Judge,Amy,C.,Martoche,(716)845-2600,,City Court Building  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=TUWJydZ53PaXciqIdmG0sA%3D%3D,DEM
Buffalo,Buffalo City Court Judge,James,A.W.,McLeod,(716)845-2600,,City Court Building  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=EWwTTnNr5zLgxdSY9JhQmw%3D%3D,DEM
Buffalo,Buffalo City Court Judge,JaHarr,,Pridgen,(716)845-2600,,City Court Building  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=BB4QajpsrEDHunUsK26cCg%3D%3D,DEM
Buffalo,Buffalo City Court Judge,Robert,T.,Russell,(716)845-2600,,City Court Building  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=h_PLUS_bnlGrGSCegSTVTE83xnQ%3D%3D,DEM
Buffalo,Buffalo City Court Judge,Diane,Y.,Wray,(716)845-2600,,City Court Building  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=oTCZs9JJo48ORWi2cRZNIw%3D%3D,DEM
Erie County ,County Judge,Kenneth,F.,Case,(716)845-9300,,25 Delaware Ave.  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=8sfDNZ5yp/zzOrS9Rn7_PLUS_Eg%3D%3D,REP
Erie County ,County Judge,Michael,L.,D'Amico,(716)845-9300,,25 Delaware Ave.  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=A_PLUS_qn6YY7o1Abg66bSSBWcQ%3D%3D,DEM
Erie County ,County Judge,Shelia,A.,DiTullio,(716)845-9300,,25 Delaware Ave.  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=y_PLUS_oRKbqblZa8s_PLUS_30j_PLUS_wmGw%3D%3D,DEM
Erie County ,County Judge,Tim,,Franczyk,(716)845-9300,,25 Delaware Ave.  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=3Ahk03MJEEhsbRbZlsblJQ%3D%3D,DEM
Erie County ,County Judge,Michael,F.,Pietruszka,(716)845-9300,,25 Delaware Ave.  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=NSFvxXnWTi58CAaa0hydzA%3D%3D,DEM
Erie County ,Surrogate Judge,Barbara,,Howe,(716)845-2560,,Old County Hall 92 Franklin St. Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=FFtfbr0b33rp7JwnUNDZkw%3D%3D,DEM
Akron,Akron Village Mayor,Carl,E.,Patterson,(716)542-9636,,21 Main St. P.O.Box 180 Akron NY 14001,http://www2.erie.gov/akron/index.php?q=mayors-office,
Akron,Akron Village Clerk-Treasurer (Appointed),Daniel,P.,Borchert,(716)542-9636,,21 Main St. P.O.Box 180 Akron NY 14001,http://www2.erie.gov/akron/index.php?q=clerk-treasurers-office,
Akron,Akron Village Trustee,Eugene,Peter,Forrestel,(716)542-9636,,21 Main St. P.O.Box 180 Akron NY 14001,http://www2.erie.gov/akron/index.php?q=village-board-board-trustees,
Akron,Akron Village Trustee,Keith,A.,Hatswell,(716)542-9636,,21 Main St. P.O.Box 180 Akron NY 14001,http://www2.erie.gov/akron/index.php?q=village-board-board-trustees,
Akron,Akron Village Trustee,Michael,R.,Middaugh,(716)542-9636,,21 Main St. P.O.Box 180 Akron NY 14001,http://www2.erie.gov/akron/index.php?q=village-board-board-trustees,
Akron,Akron Village Trustee,Brian,,Perry,,,    ,http://www2.erie.gov/akron/index.php?q=village-board-board-trustees,
Buffalo,Buffalo Mayor,Byron,W.,Brown,(716)851-4841,,Buffalo City Hall  Buffalo NY 14202,http://www.city-buffalo.com/Home/Leadership/Mayor,DEM
Buffalo,Buffalo Comptroller,Mark,J.F. ,Schroeder,(716)851-5255,,Buffalo City Hall  Buffalo NY 14202,http://www.city-buffalo.com/Home/Leadership/City_Comptroller,DEM
Buffalo,Buffalo City Clerk (Appointed),Gerald,A.,Chwalinski,(716)851-5431,,Buffalo City Hall  Buffalo NY 14202,http://www.city-buffalo.com/Home/City_Departments/City_Clerk,DEM
Erie County ,Family Court Judge,Mary,,Giallanza Carney,(716)845-7400,,1 Niagara Plaza  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=rxbW8y49ohZxSQybh27tiQ%3D%3D,DEM
Erie County ,Family Court Judge,Kevin,M.,Carter,(716)845-7400,,1 Niagara Plaza  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=oSix1HsvCEk7_PLUS_ddbA2s2xw%3D%3D,REP
Erie County ,Family Court Judge,Sharon,M.,LoVallo,(716)845-7400,,1 Niagara Plaza  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=zAsyLxgiRtTOlJ5YuNebzg%3D%3D,DEM
Erie County ,Family Court Judge,Lisa,B.,Rodwin,(716)845-7400,,1 Niagara Plaza  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=alYjghQWtQrC/f0aK4SJ3A%3D%3D,DEM
Erie County ,Family Court Judge,Marge,,Olszewski Szczur,(716)845-7400,,1 Niagara Plaza  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=axroXMZ0JyTF74qgfVBhPg%3D%3D,DEM
Erie County ,Family Court Judge,Deanne,M. ,Tripi,(716)845-7400,,1 Niagara Plaza  Buffalo NY 14202,https://iapps.courts.state.ny.us/judicialdirectory/Bio?JUDGE_ID=1ih0DWtuy1evEY7JW2MMEw%3D%3D,REP
Alden,Alden Village Mayor,Michael,G.,Manicki,(716)937-9216,,13336 Broadway  Alden NY 14004,http://www2.erie.gov/village_alden/index.php?q=public-officials,
Alden,Alden Village Clerk-Treasurer (Appointed),Terry,,Wachowiak,(716)937-9216,,13336 Broadway  Alden NY 14004,http://www2.erie.gov/village_alden/index.php?q=village-clerktreasurer,
Alden,Alden Village Justice,Robert,F.,Woods,(716)937-9216,,13336 Broadway  Alden NY 14004,http://www2.erie.gov/village_alden/index.php?q=justice-court,
Alden,Alden Village Trustee,Angelo,A.,Daluisio,(716)937-9216,,13336 Broadway  Alden NY 14004,http://www2.erie.gov/village_alden/index.php?q=public-officials,
Alden,Alden Village Trustee,Theodore,F.,Mezydlo,(716)937-9216,,13336 Broadway  Alden NY 14004,http://www2.erie.gov/village_alden/index.php?q=public-officials,
Alden,Alden Village Trustee,Michael,A.,Retzlaff,(716)937-9216,,13336 Broadway  Alden NY 14004,http://www2.erie.gov/village_alden/index.php?q=public-officials,
Alden,Alden Village Trustee,Daniel J.,,Warmus Sr.,(716)937-9216,,13336 Broadway  Alden NY 14004,http://www2.erie.gov/village_alden/index.php?q=public-officials,
Buffalo District Council Members,Buffalo Council Member-Delaware,Michael,J.,LoCurto,(716)851-5155,,Buffalo City Hall  Buffalo NY 14202,http://www.city-buffalo.com/Home/Leadership/CommonCouncil/CommonCouncilMembers/MichaelLoCurto,DEM
Buffalo District Council Members,Buffalo Council Member-Ellicott,Darius,G.,Pridgen,(716)851-4980,,Buffalo City Hall  Buffalo NY 14202,http://www.ci.buffalo.ny.us/Home/Leadership/CommonCouncil/CommonCouncilMembers/Darius_G_Pridgen,DEM
Buffalo District Council Members,Buffalo Council Member-Fillmore,David,A.,Franczyk,(716)851-4138,,Buffalo City Hall  Buffalo NY 14202,http://www.city-buffalo.com/Home/Leadership/CommonCouncil/CommonCouncilMembers/DavidFranczyk,DEM
Buffalo District Council Members,Buffalo Council Member-Lovejoy,Richard,A.,Fontana,(716)851-5151,,Buffalo City Hall  Buffalo NY 14202,http://www.city-buffalo.com/Home/Leadership/CommonCouncil/CommonCouncilMembers/RichardFontana,DEM
Buffalo District Council Members,Buffalo Council Member-Masten,Demone,A.,Smith,(716)851-5145,,Buffalo City Hall  Buffalo NY 14202,http://www.city-buffalo.com/Home/Leadership/CommonCouncil/CommonCouncilMembers/DemoneSmith,DEM
Buffalo District Council Members,Buffalo Council Member-Niagra,David,A.,Rivera,(716)851-5125,,Buffalo City Hall  Buffalo NY 14202,http://www.city-buffalo.com/Home/Leadership/CommonCouncil/CommonCouncilMembers/DavidRivera,DEM
Buffalo District Council Members,Buffalo Council Member-North,Joseph,,Golombek,(716)851-5116,,Buffalo City Hall  Buffalo NY 14202,http://www.city-buffalo.com/Home/Leadership/CommonCouncil/CommonCouncilMembers/JosephGolombek,DEM
Buffalo District Council Members,Buffalo Council Member-South,Chistopher,P.,Scanlon,(716)851-5156,,Buffalo City Hall  Buffalo NY 14202,http://www.ci.buffalo.ny.us/Home/Leadership/CommonCouncil/CommonCouncilMembers/ChrisScanlon,DEM
Buffalo District Council Members,Buffalo Council Member-University,Rasheed,N.,Wyatt,(716)851-5165,,Buffalo City Hall  Buffalo NY 14202,http://city-buffalo.com/Home/Leadership/CommonCouncil/CommonCouncilMembers/RasheedWyatt,DEM
Erie County,County Executive,Mark,C.,Poloncarz,(716)858-8500,,95 Franklin St.  Buffalo NY 14202,http://www2.erie.gov/exec/,DEM
Erie County,County Comptroller,Stefan,I.,Mychajliw Jr.,(716)858-8404,,95 Franklin St.  Buffalo NY 14202,http://www2.erie.gov/comptroller/,REP
Erie County,County Clerk,Christopher,L.,Jacobs,(716)858-2200,,95 Franklin St.  Buffalo NY 14202,http://www2.erie.gov/clerk/,REP
Erie County,County Attorney (Appointed),Michael,A.,Siragusa,(716)858-2200,,95 Franklin St.  Buffalo NY 14202,http://www2.erie.gov/law/,DEM
Erie County,District Attorney,Frank,A.,Sedita,(716)858-2424,,25 Delaware Ave.  Buffalo NY 14202,http://www2.erie.gov/da/,DEM
Erie County,Sheriff,Timothy,B.,Howard,(716)858-7608,,10 Delaware Ave.  Buffalo NY 14202,http://www2.erie.gov/sheriff/,REP
Angola,Angola Village Mayor,Howard,M.,Frawley,(716)549-1126,,41 Commercial Street  Angola NY 14006,http://www.villageofangola.org/meet-your-public-officials.html,
Angola,Angola Village Clerk-Treasurer (Appointed),Linda,D.,Giancarlo,(716)549-1126,,41 Commercial Street  Angola NY 14006,http://www.villageofangola.org/index.html,
Angola,Angola Village  Justice,Dennis ,P.,Glascott,(716)549-1126,,41 Commercial Street  Angola NY 14006,http://www.villageofangola.org/contact-us.html,
Angola,Angola Village Trustee,William,G.,Houston,(716)549-1126,,41 Commercial Street  Alden NY 14006,http://www.villageofangola.org/meet-your-public-officials.html,
Angola,Angola Village Trustee,Charles,G.,Katra,(716)549-1126,,41 Commercial Street  Alden NY 14006,http://www.villageofangola.org/meet-your-public-officials.html,
Angola,Angola Village Trustee,Carole,J.,Kin,(716)549-1126,,41 Commercial Street  Angola NY 14006,http://www.villageofangola.org/meet-your-public-officials.html,
Angola,Angola Village Trustee,John,D.,Wilson,(716)549-1126,,41 Commercial Street  Angola NY 14006,http://www.villageofangola.org/meet-your-public-officials.html,
Lackawanna,Lackawanna Mayor,Geoffrey,M.,Szymanski,(716)827-6452,,Lackawanna City Hall 714 Ridge Rd.  Lackawanna NY 14218,http://www.lackawannany.gov/Mayor.html,DEM
Lackawanna,Lackawanna City Clerk (Appointed),Jacqueline,A.,Caferro,(716)827-6452,,Lackawanna City Hall 714 Ridge Rd. Lackawanna NY 14218,http://www.lackawannany.gov/City%20Clerk.html,DEM
Lackawanna,Lackawanna City Judge,Frederic,J.,Marrano,(716)827-6452,,Lackawanna City Hall 714 Ridge Rd. Lackawanna NY 14218,http://www.lackawannany.gov/Courts.html,DEM
Lackawanna,Lackawanna Council President,Henry,R.,Pirowski,(716)827-6452,,Lackawanna City Hall 714 Ridge Rd. Lackawanna NY 14218,http://www.lackawannany.gov/Council.html,DEM
Lackawanna,Lackawanna Councilman 1st Ward,Abdulsalam,K.,Noman,(716)827-6452,,Lackawanna City Hall 714 Ridge Rd. Lackawanna NY 14218,http://www.lackawannany.gov/Council.html,DEM
Lackawanna,Lackawanna Councilman 2nd Ward,Annette,,Iafallo,(716)827-6452,,Lackawanna City Hall 714 Ridge Rd.  NY 14218,http://www.lackawannany.gov/Council.html,DEM
Lackawanna,Lackawanna Councilman 3rd Ward,Joseph,L.,Jerge,(716)827-6452,,Lackawanna City Hall 714 Ridge Rd. Lackawanna NY 14218,http://www.lackawannany.gov/Council.html,DEM
Lackawanna,Lackawanna Councilman 4th Ward,Keith,E.,Lewis,(716)827-6452,,Lackawanna City Hall 714 Ridge Rd. Lackawanna NY 14218,http://www.lackawannany.gov/Council.html,DEM
Erie County Legislators,Legislator District 1,Barbara,,Miller-Williams,(716)858-7500,,Old County Hall 92 Franklin St. Buffalo NY 14202,http://www2.erie.gov/miller-williams/,DEM
Erie County Legislators,Legislator District 2,Betty Jean,,Grant,(716)858-7500,,Old County Hall 92 Franklin St. Buffalo NY 14202,http://www2.erie.gov/grant/,DEM
Erie County Legislators,Legislator District 3,Peter J.,,Savage III,,,    ,http://www2.erie.gov/savage/,DEM
Erie County Legislators,Legislator District 4,Kevin,R.,Hardwick,(716)858-7500,,Old County Hall 92 Franklin St. Buffalo NY 14202,http://www2.erie.gov/hardwick/,REP
Erie County Legislators,Legislator District 5,Thomas,A.,Loughran,(716)858-7500,,Old County Hall 92 Franklin St. Buffalo NY 14202,http://www2.erie.gov/loughran/,DEM
Erie County Legislators,Legislator District 6,Edward,A.,Rath,(716)858-7500,,Old County Hall 92 Franklin St. Buffalo NY 14202,http://www2.erie.gov/rath/,REP
Erie County Legislators,Legislator District 7,Patrick,B.,Burke,(716)858-7500,,Old County Hall 92 Franklin St. Buffalo NY 14202,http://www2.erie.gov/burke/,DEM
Erie County Legislators,Legislator District 8,Ted,B.,Morton,(716)858-7500,,Old County Hall 92 Franklin St. Buffalo NY 14202,http://www2.erie.gov/morton/,REP
Erie County Legislators,Legislator District 9,Lynne,,Dixon,(716)858-7500,,Old County Hall 92 Franklin St. Buffalo NY 14202,http://www2.erie.gov/dixon/,IND
Erie County Legislators,Legislator District 10,Joseph,C.,Lorigo,(716)858-7500,,Old County Hall 92 Franklin St. Buffalo NY 14202,http://www2.erie.gov/lorigo/,CON
Erie County Legislators,Legislator District 11,John,J. ,Mills,(716)858-7500,,Old County Hall 92 Franklin St. Buffalo NY 14202,http://www2.erie.gov/mills/,REP
Erie County Legislators,Clerk of the County Legislature (Appointed),Karen M.,,McCarthy,,,    ,http://www2.erie.gov/legislature/index.php?q=node/7,
Blasdell,Blasdell Village Mayor,Michael,R.,Petrie,(716)822-1921,,121 Miriam Avenue P.O. Box 2180 Blasdell NY 14219,http://www.blasdell.org/index.asp?SEC=56102D96-368B-4566-BA6E-0A0AE45FFE6B&DE=EE91BD35-51D3-419C-A123-278DC2FD84D4&Type=B_DIR,
Blasdell,Blasdell Village Clerk-Treasurer (Appointed Annually),Janet,L.,Plarr,(716)822-1921,,121 Miriam Avenue P.O. Box 2180 Blasdell NY 14219,http://www.blasdell.org/index.asp?SEC=1E932CB2-88D0-4562-B3BA-461D65E0BF59&Type=B_BASIC,
Blasdell,Blasdell Village Justice,Daniel,P.,Grasso,(716)822-1921,,121 Miriam Avenue P.O. Box 2180 Blasdell NY 14219,http://www.blasdell.org/index.asp?SEC=5EE47C10-A585-4C66-9EB3-54890A2391FD&Type=B_BASIC,
Blasdell,Blasdell Village Trustee,Nicholas,,Cirocco,,,    ,http://www.blasdell.org/index.asp?SEC=56102D96-368B-4566-BA6E-0A0AE45FFE6B&DE=5A0646A7-8012-44F1-B58B-8663403635B6&Type=B_DIR,
Blasdell,Blasdell Village Trustee,Robert,C.,Hefner,(716)822-1921,,121 Miriam Avenue P.O. Box 2180 Blasdell NY 14219,http://www.blasdell.org/index.asp?SEC=56102D96-368B-4566-BA6E-0A0AE45FFE6B&DE=7CFD1AE3-30C3-42EB-A19A-01C3704A8E1F&Type=B_DIR,
Blasdell,Blasdell Village Trustee,Bobby,,Pirowski,,,    ,http://elections.erie.gov,
Blasdell,Blasdell Village Trustee,Kathy,,Seufert King,(716)822-1921,,121 Miriam Avenue P.O. Box 2180 Blasdell NY 14219,http://www.blasdell.org/index.asp?SEC=56102D96-368B-4566-BA6E-0A0AE45FFE6B&DE=0D6F3473-7637-4EBA-B5E7-9282A41909A8&Type=B_DIR,
Tonawanda,Tonawanda Mayor,Rick,,Davis,(716)695-1800,,Tonawanda City Hall 200 Niagara St.  Tonawanda  NY 14150,http://www.ci.tonawanda.ny.us/residents/mayor_rick_davis.php#.VSaVptLF9HU,DEM
Tonawanda,Tonawanda City Clerk (Appointed),Janice,R.,Bodie,(716)695-1800,,Tonawanda City Hall 200 Niagara St. Tonawanda NY 14150,http://www.ci.tonawanda.ny.us/residents/city_clerk.php#.VSaeKNLF9HV,
Tonawanda,Tonawanda City Judge,Joseph,J.,Cassata,(716)695-1800,,Tonawanda City Hall 200 Niagara St. Tonawanda NY 14150,http://www.ci.tonawanda.ny.us/residents/city_court.php#.VSae9NLF9HV,REP
Tonawanda,Tonawanda Pres. Of the Common Council,Carleton,R.,Zeisz,(716)695-1800,,Tonawanda City Hall 200 Niagara St. Tonawanda NY 14150,http://www.ci.tonawanda.ny.us/residents/common_council.php#.VSafl9LF9HV,DEM
Tonawanda,Tonawanda City Treasurer,Joseph,M.,Hogenkamp,(716)695-1800,,Tonawanda City Hall 200 Niagara St. Tonawanda NY 14150,http://www.ci.tonawanda.ny.us/residents/treasurer.php#.VSagmdLF9HV,REP
Tonawanda,Tonawanda City Attorney,Ronald,C.,Trabucco,(716)695-1800,,Tonawanda City Hall 200 Niagara St. Tonawanda NY 14150,http://www.ci.tonawanda.ny.us/residents/elected_officials.php#.VSas59LF9HV,DEM
Tonawanda,Tonawanda Councilmember 1st Ward,Charles,M.,Gilbert,(716)695-1800,,Tonawanda City Hall 200 Niagara St. Tonawanda NY 14150,http://www.ci.tonawanda.ny.us/residents/common_council.php#.VSa_G9LF9HV,REP
Tonawanda,Tonawanda Councilmember 2nd Ward,Jackie,A.,Smilinich,(716)695-1800,,Tonawanda City Hall 200 Niagara St. Tonawanda NY 14150,http://www.ci.tonawanda.ny.us/residents/common_council.php#.VSa_4tLF9HV,DEM
Tonawanda,Tonawanda Councilmember 3rd Ward,John,J.,Hall,(716)695-1800,,Tonawanda City Hall 200 Niagara St. Tonawanda NY 14150,http://www.ci.tonawanda.ny.us/residents/common_council.php#.VSbALNLF9HV,REP
Tonawanda,Tonawanda Councilmember 4th Ward,Jenna,N.,Koch,(716)695-1800,,Tonawanda City Hall 200 Niagara St. Tonawanda NY 14150,http://www.ci.tonawanda.ny.us/residents/common_council.php#.VSbALNLF9HV,DEM
Depew,Depew Village Mayor,Jesse,C.,Nikonowicz,,,    ,http://www.villageofdepew.org/about/village-board/,
Depew,Depew Village Village Administrator (Appointed Every 4 Years),Elizabeth,C,Melock,(716)683-7451,,85 Manitou Street  Depew NY 14043,http://www.villageofdepew.org/departments/clerk-treasurers-office/,
Depew,Depew Village Justice,Gordon,N.,Willis,(716)683-7451,,85 Manitou Street  Depew NY 14043,http://www.villageofdepew.org/departments/depew-justice-court/,
Depew,Depew Village Trustee,Linda,M.,Hammer,(716)683-7451,,85 Manitou Street  Depew NY 14043,http://www.villageofdepew.org/about/village-board/,
Depew,Depew Village Trustee,Robert,M.,Kucewicz,(716)683-7451,,85 Manitou Street  Depew NY 14043,http://www.villageofdepew.org/about/village-board/,
Depew,Depew Village Trustee,Karl,T.,Bukowiecki,,,    ,http://www.villageofdepew.org/about/village-board/,
Depew,Depew Village Trustee,Kevin,J.,Peterson,,,    ,http://www.villageofdepew.org/about/village-board/,
Alden,Alden Supervisor,Harry,F.,Milligan,(716)937-6969,,Alden Town Hall 3311 Wende Rd. Alden NY 14004,http://www2.erie.gov/alden/index.php?q=town-supervisor,REP
Alden,Alden Councilman,Mary,F.,Riddoch,(716)937-6969,,Alden Town Hall 3311 Wende Rd. Alden NY 14004,http://www2.erie.gov/alden/index.php?q=town-board,REP
Alden,Alden Councilman,Ralph,P.,Witt,(716)937-6969,,Alden Town Hall 3311 Wende Rd. Alden NY 14004,http://www2.erie.gov/alden/index.php?q=town-board,REP
Alden,Alden Town Clerk,Debra,A.,Crist,(716)937-6969,,Alden Town Hall 3311 Wende Rd. Albany NY 14004,http://www.alden.erie.gov,REP
Alden,Alden Town Justice,Larry,,LaDuca,,,    ,http://www2.erie.gov/alden/index.php?q=town-court,REP
Alden,Alden Town Superintendent of Highways,Gary,D.,Wagner,(716)937-6969,,Alden Town Hall 3311 Wende Rd. Alden NY 14004,http://www2.erie.gov/alden/index.php?q=highway-department,REP
East Aurora,East Aurora Village Mayor,Allan,A.,Kasprzak,(716)652-6000,,571 Main Street  East Aurora NY 14052,http://www.east-aurora.ny.us/government/village-board/,
East Aurora,East Aurora Village Clerk-Treasurer (Appointed Biennially),Joyce,M.,Jezewski,(716)652-6000,,571 Main Street  East Aurora NY 14052,http://www.east-aurora.ny.us/government/directory/,
East Aurora,East Aurora Village Trustee,Alfred,,McCabe,,,    ,http://www.east-aurora.ny.us/government/village-board/,
East Aurora,East Aurora Village Trustee,Peter,M.,Mercurio,(716)652-6000,,571 Main Street  East Aurora NY 14052,http://www.east-aurora.ny.us/government/village-board/,
East Aurora,East Aurora Village Trustee,Ernest,F.,Scheer,(716)652-6000,,571 Main Street  East Aurora NY 14052,http://www.east-aurora.ny.us/government/village-board/,
East Aurora,East Aurora Village Trustee,Patrick,J.,Shea,(716)652-6000,,571 Main Street  East Aurora NY 14052,http://www.east-aurora.ny.us/government/village-board/,
East Aurora,East Aurora Village Trustee,Deborah,,Carr-Hoagland,,,    ,http://www.east-aurora.ny.us/government/village-board/,
East Aurora,East Aurora Village Trustee,Randolph,,West,,,571 Main Street  East Aurora  ,http://www.east-aurora.ny.us/government/village-board/,
Amherst,Amherst Supervisor,Barry,A.,Weinstein,(716)631-7000,,Amherst Town Hall 5583 Main St. Williamsville NY 14221,http://www.amherst.ny.us/contact/contact_elected.asp?emp_id=999004,REP
Amherst,Amherst Councilman,Mark,A.,Manna,(716)631-7000,,Amherst Town Hall 5583 Main St. Williamsville NY 14221,http://www.amherst.ny.us/contact/contact_elected.asp?emp_id=999002,DEM
Amherst,Amherst Councilman,Guy,R.,Marlette,(716)631-7000,,Amherst Town Hall 5583 Main St. Williamsville NY 14221,http://www.amherst.ny.us/contact/contact_elected.asp?emp_id=999005,REP
Amherst,Amherst Councilman,Ramona,D.,Popowich,(716)631-7000,,Amherst Town Hall 5583 Main St. Williamsville NY 14221,http://www.amherst.ny.us/contact/contact_elected.asp?emp_id=999014,DEM
Amherst,Amherst Councilman,Steven,D.,Sanders,(716)631-7000,,Amherst Town Hall 5583 Main St. Williamsville NY 14221,http://www.amherst.ny.us/contact/contact_elected.asp?emp_id=999012,REP
Amherst,Amherst Town Clerk,Marjory,,Jaeger,(716)631-7000,,Amherst Town Hall 5583 Main St. Williamsville NY 14221,http://www.amherst.ny.us/contact/contact_elected.asp?emp_id=999010,REP
Amherst,Amherst Town Justice,Kara,A.,Buscaglia,(716)631-7000,,Amherst Town Hall 5583 Main St. Williamsville NY 14221,http://www.amherst.ny.us/contact/contact_elected.asp?emp_id=999015,DEM
Amherst,Amherst Town Justice,Geoffrey,K.,Klein,(716)631-7000,,Amherst Town Hall 5583 Main St. Williamsville NY 14221,http://www.amherst.ny.us/contact/contact_elected.asp?emp_id=999009,REP
